pair_id,analysis_cluster,path,label,duration_s,bonafide_logit,spoof_logit,analysis_cluster_trim,bonafide_logit_trimmed,leading_silence_ms,trailing_silence_ms,trimmed_duration_s,language,decision_raw_bonafide,decision_trimmed_bonafide,threshold_flip,sign_flip,inferred_normalization,peak_limited
558,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,english_griffinlim_eval_final/real_english/english_real_0558.wav,1,3.36,-0.9958451986312866,1.426200032234192,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,-5.757749557495117,352.0,96.0,2.912,english,False,False,False,False,,
558,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0558.wav,0,3.36,-0.4305341243743896,0.688216507434845,97b5754c2b7322d08cc69d621f60a6be00d50a86ef476e6a240529cb2dc06025626beddbcafff75d80ec8871a4b8cae6dd253dfa7009ee443b82423108973e01,-0.428873211145401,0.0,0.0,3.36,english,True,True,False,False,,
559,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,english_griffinlim_eval_final/real_english/english_real_0559.wav,1,4.464,-0.8655105233192444,1.2304422855377195,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,-0.842706561088562,128.0,0.0,4.336,english,False,True,True,False,,
559,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0559.wav,0,4.464,-3.8146586418151855,4.741743087768555,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,-3.81396746635437,0.0,0.0,4.464,english,False,False,False,False,,
560,5400ece6c5494d2d3b17aa3a8d41017c3ed6192bf7563ec4df3aec50a2147fcbc26fefef4724fd1e4aa9b3bdc9b315798443e2edc690b9ff40ab3f073a21a13c,english_griffinlim_eval_final/real_english/english_real_0560.wav,1,3.96,-2.691965103149414,3.5496761798858643,5400ece6c5494d2d3b17aa3a8d41017c3ed6192bf7563ec4df3aec50a2147fcbc26fefef4724fd1e4aa9b3bdc9b315798443e2edc690b9ff40ab3f073a21a13c,-2.8621976375579834,32.0,440.0,3.488,english,False,True,True,False,,
560,5400ece6c5494d2d3b17aa3a8d41017c3ed6192bf7563ec4df3aec50a2147fcbc26fefef4724fd1e4aa9b3bdc9b315798443e2edc690b9ff40ab3f073a21a13c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0560.wav,0,3.96,0.3476240038871765,-0.7545304298400879,5400ece6c5494d2d3b17aa3a8d41017c3ed6192bf7563ec4df3aec50a2147fcbc26fefef4724fd1e4aa9b3bdc9b315798443e2edc690b9ff40ab3f073a21a13c,0.3462158441543579,0.0,0.0,3.96,english,True,True,False,False,,
561,3da990b3d9fca70dd6c31114a10c04fcc60659b1d4e23dbb9eb2c352da62dcbaf354959ddc9b876718a470b8817bd5f17c87bfa8d53e3436a60edaacd15f5a53,english_griffinlim_eval_final/real_english/english_real_0561.wav,1,5.328,-3.3741157054901123,3.874708652496338,3da990b3d9fca70dd6c31114a10c04fcc60659b1d4e23dbb9eb2c352da62dcbaf354959ddc9b876718a470b8817bd5f17c87bfa8d53e3436a60edaacd15f5a53,-2.976614475250244,96.0,1328.0,3.904,english,False,False,False,False,,
561,3da990b3d9fca70dd6c31114a10c04fcc60659b1d4e23dbb9eb2c352da62dcbaf354959ddc9b876718a470b8817bd5f17c87bfa8d53e3436a60edaacd15f5a53,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0561.wav,0,5.328,-6.038541793823242,6.948220729827881,3da990b3d9fca70dd6c31114a10c04fcc60659b1d4e23dbb9eb2c352da62dcbaf354959ddc9b876718a470b8817bd5f17c87bfa8d53e3436a60edaacd15f5a53,-6.039080619812012,0.0,0.0,5.328,english,False,False,False,False,,
562,3410b300ff1847c7f61a4bbe0549c48223b36c4afccb0d587fe3a9b798a3149f7a4fc665766f4d05511035e7065678f9e71c58bf1475445932a87b5c6766c961,english_griffinlim_eval_final/real_english/english_real_0562.wav,1,6.096,4.553740501403809,-5.729763031005859,3410b300ff1847c7f61a4bbe0549c48223b36c4afccb0d587fe3a9b798a3149f7a4fc665766f4d05511035e7065678f9e71c58bf1475445932a87b5c6766c961,-0.674720287322998,768.0,176.0,5.152,english,True,True,False,True,,
562,3410b300ff1847c7f61a4bbe0549c48223b36c4afccb0d587fe3a9b798a3149f7a4fc665766f4d05511035e7065678f9e71c58bf1475445932a87b5c6766c961,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0562.wav,0,6.096,-5.818674564361572,6.651726722717285,3410b300ff1847c7f61a4bbe0549c48223b36c4afccb0d587fe3a9b798a3149f7a4fc665766f4d05511035e7065678f9e71c58bf1475445932a87b5c6766c961,-5.81895923614502,0.0,0.0,6.096,english,False,False,False,False,,
563,aa9deee85bb83d18aa6c383ff13982ca702c8b2905a98b10c198120ad619189d5c23136a85b74aafdc67532f0e8380387a444987c72a999d2cd1ad2e2b1235c1,english_griffinlim_eval_final/real_english/english_real_0563.wav,1,5.784,4.592390060424805,-5.930168628692627,aa9deee85bb83d18aa6c383ff13982ca702c8b2905a98b10c198120ad619189d5c23136a85b74aafdc67532f0e8380387a444987c72a999d2cd1ad2e2b1235c1,-3.415386199951172,736.0,1144.0,3.904,english,True,False,True,True,,
563,aa9deee85bb83d18aa6c383ff13982ca702c8b2905a98b10c198120ad619189d5c23136a85b74aafdc67532f0e8380387a444987c72a999d2cd1ad2e2b1235c1,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0563.wav,0,5.784,-0.6592860221862793,1.0969929695129397,aa9deee85bb83d18aa6c383ff13982ca702c8b2905a98b10c198120ad619189d5c23136a85b74aafdc67532f0e8380387a444987c72a999d2cd1ad2e2b1235c1,-0.6586594581604004,0.0,0.0,5.784,english,False,True,True,False,,
564,9cda2749734101fae176bd7ebde6f70df1132f8026ff6fa988e8890244ba9ac8644f7da5d1a27545b25a495995fb38e86a0da9c0196950bcd920b6fdddc6e566,english_griffinlim_eval_final/real_english/english_real_0564.wav,1,3.864,4.085762023925781,-5.223223686218262,9cda2749734101fae176bd7ebde6f70df1132f8026ff6fa988e8890244ba9ac8644f7da5d1a27545b25a495995fb38e86a0da9c0196950bcd920b6fdddc6e566,-5.821870803833008,960.0,184.0,2.72,english,True,False,True,True,,
564,9cda2749734101fae176bd7ebde6f70df1132f8026ff6fa988e8890244ba9ac8644f7da5d1a27545b25a495995fb38e86a0da9c0196950bcd920b6fdddc6e566,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0564.wav,0,3.864,-0.5801438093185425,1.1009613275527954,9cda2749734101fae176bd7ebde6f70df1132f8026ff6fa988e8890244ba9ac8644f7da5d1a27545b25a495995fb38e86a0da9c0196950bcd920b6fdddc6e566,-0.5824990272521973,0.0,0.0,3.864,english,False,True,True,False,,
565,a0d75390c8b41580383054729cf4122b26bc196620e3f9d916831c63001b3e0937f14efe9ffefffcd303017411d256bb1e93dccab3cc981b2b28c4cd4dc1c6e0,english_griffinlim_eval_final/real_english/english_real_0565.wav,1,3.216,6.114631175994873,-7.788742542266846,a0d75390c8b41580383054729cf4122b26bc196620e3f9d916831c63001b3e0937f14efe9ffefffcd303017411d256bb1e93dccab3cc981b2b28c4cd4dc1c6e0,-4.764437675476074,704.0,976.0,1.536,english,True,False,True,True,,
565,a0d75390c8b41580383054729cf4122b26bc196620e3f9d916831c63001b3e0937f14efe9ffefffcd303017411d256bb1e93dccab3cc981b2b28c4cd4dc1c6e0,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0565.wav,0,3.216,-0.6010765433311462,1.2240773439407349,a0d75390c8b41580383054729cf4122b26bc196620e3f9d916831c63001b3e0937f14efe9ffefffcd303017411d256bb1e93dccab3cc981b2b28c4cd4dc1c6e0,-0.6016751527786255,0.0,0.0,3.216,english,False,True,True,False,,
566,dd19cf19ebf1de1608fc82002902a7b5ed3d6a661aee43fb7ead0ecd4d91ab28d9f4898c0ae0db469b9988981a46f5f23d72487587d043bfdace9bf9043329c5,english_griffinlim_eval_final/real_english/english_real_0566.wav,1,5.76,0.8678013682365417,-1.2226831912994385,dd19cf19ebf1de1608fc82002902a7b5ed3d6a661aee43fb7ead0ecd4d91ab28d9f4898c0ae0db469b9988981a46f5f23d72487587d043bfdace9bf9043329c5,-5.282427787780762,384.0,192.0,5.184,english,True,False,True,True,,
566,dd19cf19ebf1de1608fc82002902a7b5ed3d6a661aee43fb7ead0ecd4d91ab28d9f4898c0ae0db469b9988981a46f5f23d72487587d043bfdace9bf9043329c5,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0566.wav,0,5.76,-5.898822784423828,6.723059177398682,dd19cf19ebf1de1608fc82002902a7b5ed3d6a661aee43fb7ead0ecd4d91ab28d9f4898c0ae0db469b9988981a46f5f23d72487587d043bfdace9bf9043329c5,-5.8996429443359375,0.0,0.0,5.76,english,False,False,False,False,,
567,7c67afa1e21b586e51df0d669c52abdd234720e287b445a8a10bd6692af3a685f7a0950933931a003769f7b11c961b6327d4e3da390273a0076fc66c2fde2df5,english_griffinlim_eval_final/real_english/english_real_0567.wav,1,4.5,5.952229499816895,-7.646209239959717,7c67afa1e21b586e51df0d669c52abdd234720e287b445a8a10bd6692af3a685f7a0950933931a003769f7b11c961b6327d4e3da390273a0076fc66c2fde2df5,-3.8138928413391113,832.0,820.0,2.848,english,True,False,True,True,,
567,7c67afa1e21b586e51df0d669c52abdd234720e287b445a8a10bd6692af3a685f7a0950933931a003769f7b11c961b6327d4e3da390273a0076fc66c2fde2df5,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0567.wav,0,4.5,-1.0941861867904663,1.7269883155822754,7c67afa1e21b586e51df0d669c52abdd234720e287b445a8a10bd6692af3a685f7a0950933931a003769f7b11c961b6327d4e3da390273a0076fc66c2fde2df5,-1.0946332216262815,0.0,0.0,4.5,english,False,True,True,False,,
568,be9a9a4bfc1540abb8c248fa73f7ec3dfba25406857709c866cd8e98740fc6a25c38bd050d88844de8fd2b0e358189ee8b9b8250dcbdf1bd3b57305f8bd2841b,english_griffinlim_eval_final/real_english/english_real_0568.wav,1,5.472,3.492248296737671,-4.405662536621094,be9a9a4bfc1540abb8c248fa73f7ec3dfba25406857709c866cd8e98740fc6a25c38bd050d88844de8fd2b0e358189ee8b9b8250dcbdf1bd3b57305f8bd2841b,-5.696189403533936,704.0,928.0,3.84,english,True,False,True,True,,
568,be9a9a4bfc1540abb8c248fa73f7ec3dfba25406857709c866cd8e98740fc6a25c38bd050d88844de8fd2b0e358189ee8b9b8250dcbdf1bd3b57305f8bd2841b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0568.wav,0,5.472,-0.5049806833267212,0.9072583317756652,be9a9a4bfc1540abb8c248fa73f7ec3dfba25406857709c866cd8e98740fc6a25c38bd050d88844de8fd2b0e358189ee8b9b8250dcbdf1bd3b57305f8bd2841b,-0.5054852962493896,0.0,0.0,5.472,english,True,True,False,False,,
569,b6fee361fe4439076b9e8378ba49a14b86f6d27bfa5d58d92aac1423dddd7ce95bede4d93ec7083ee68ada1049ba2f7aba6f727375d54816e9b765919f18704c,english_griffinlim_eval_final/real_english/english_real_0569.wav,1,5.688,2.1590287685394287,-2.858969449996948,b6fee361fe4439076b9e8378ba49a14b86f6d27bfa5d58d92aac1423dddd7ce95bede4d93ec7083ee68ada1049ba2f7aba6f727375d54816e9b765919f18704c,1.7968357801437378,32.0,56.0,5.6,english,True,True,False,False,,
569,b6fee361fe4439076b9e8378ba49a14b86f6d27bfa5d58d92aac1423dddd7ce95bede4d93ec7083ee68ada1049ba2f7aba6f727375d54816e9b765919f18704c,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0569.wav,0,5.688,-6.124507427215576,7.042643070220947,b6fee361fe4439076b9e8378ba49a14b86f6d27bfa5d58d92aac1423dddd7ce95bede4d93ec7083ee68ada1049ba2f7aba6f727375d54816e9b765919f18704c,-6.1244049072265625,0.0,0.0,5.688,english,False,False,False,False,,
570,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,english_griffinlim_eval_final/real_english/english_real_0570.wav,1,3.96,5.783779144287109,-7.414725303649902,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,-3.953377485275269,704.0,1112.0,2.144,english,True,False,True,True,,
570,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0570.wav,0,3.96,-1.729575514793396,2.610148429870605,a2576ccf04ad8c0dbe2b29f3843c1ed984d8bd91480766f4bf99c933d99ae8d2b32afc34c7e185b06c2b16deae4fbabb8030906be2455973e2d85d92b0afbc6e,-1.7252227067947388,0.0,0.0,3.96,english,False,True,True,False,,
571,d24a7ace1756ae1196a87d2bcc115dd67474dd38edb4e4fa65b6cf0510e008993067a975966c0240a43d54e3322652f615e6694df749966c42703ffd25e34cad,english_griffinlim_eval_final/real_english/english_real_0571.wav,1,3.696,-0.6173224449157715,0.8807362914085388,d24a7ace1756ae1196a87d2bcc115dd67474dd38edb4e4fa65b6cf0510e008993067a975966c0240a43d54e3322652f615e6694df749966c42703ffd25e34cad,-5.7942399978637695,768.0,144.0,2.784,english,False,False,False,False,,
571,d24a7ace1756ae1196a87d2bcc115dd67474dd38edb4e4fa65b6cf0510e008993067a975966c0240a43d54e3322652f615e6694df749966c42703ffd25e34cad,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0571.wav,0,3.696,-6.053346633911133,6.969620704650879,d24a7ace1756ae1196a87d2bcc115dd67474dd38edb4e4fa65b6cf0510e008993067a975966c0240a43d54e3322652f615e6694df749966c42703ffd25e34cad,-6.054235935211182,0.0,0.0,3.696,english,False,False,False,False,,
572,e22cb4fdc2557670db67d16fc85d1403f928a93320c819e2097a1f627d23ee48d8b9db0d2b128e56d0ef197f6a777bd68e79261bec6e152c4b1ad943efa6044a,english_griffinlim_eval_final/real_english/english_real_0572.wav,1,5.736,-2.172513484954834,2.638702154159546,e22cb4fdc2557670db67d16fc85d1403f928a93320c819e2097a1f627d23ee48d8b9db0d2b128e56d0ef197f6a777bd68e79261bec6e152c4b1ad943efa6044a,-2.1709389686584477,0.0,168.0,5.568,english,False,True,True,False,,
572,e22cb4fdc2557670db67d16fc85d1403f928a93320c819e2097a1f627d23ee48d8b9db0d2b128e56d0ef197f6a777bd68e79261bec6e152c4b1ad943efa6044a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0572.wav,0,5.736,-5.883042335510254,6.708971977233887,e22cb4fdc2557670db67d16fc85d1403f928a93320c819e2097a1f627d23ee48d8b9db0d2b128e56d0ef197f6a777bd68e79261bec6e152c4b1ad943efa6044a,-5.883831977844238,0.0,0.0,5.736,english,False,False,False,False,,
573,5c415dfc9cd81e5501771fdd20c89c18c76b9c542b67c33d5fd2c889f33baf0318476b6925704edff8cdcf4e0c1e482ff85067b8f569bbc703bdf9fba4995a51,english_griffinlim_eval_final/real_english/english_real_0573.wav,1,6.516,4.4515790939331055,-5.519469261169434,5c415dfc9cd81e5501771fdd20c89c18c76b9c542b67c33d5fd2c889f33baf0318476b6925704edff8cdcf4e0c1e482ff85067b8f569bbc703bdf9fba4995a51,-2.6450304985046387,608.0,820.0,5.088,english,True,True,False,True,,
573,5c415dfc9cd81e5501771fdd20c89c18c76b9c542b67c33d5fd2c889f33baf0318476b6925704edff8cdcf4e0c1e482ff85067b8f569bbc703bdf9fba4995a51,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0573.wav,0,6.516,-3.266411066055298,4.1408891677856445,5c415dfc9cd81e5501771fdd20c89c18c76b9c542b67c33d5fd2c889f33baf0318476b6925704edff8cdcf4e0c1e482ff85067b8f569bbc703bdf9fba4995a51,-3.2671847343444824,0.0,0.0,6.516,english,False,False,False,False,,
574,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,english_griffinlim_eval_final/real_english/english_real_0574.wav,1,5.184,1.5763192176818848,-2.1181108951568604,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,-0.2977272570133209,512.0,96.0,4.576,english,True,True,False,True,,
574,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0574.wav,0,5.184,-5.018582344055176,5.8499956130981445,7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f,-5.018449783325195,0.0,0.0,5.184,english,False,False,False,False,,
575,0ea1a97b445e3749d1421a0ad4295d8f62777d03e1c593a394a64c285f550cd3158599134354884ddad00cb5c8a306b11e9160332b5940995d665cc7b39343c2,english_griffinlim_eval_final/real_english/english_real_0575.wav,1,4.752,1.2836666107177734,-1.637295484542847,0ea1a97b445e3749d1421a0ad4295d8f62777d03e1c593a394a64c285f550cd3158599134354884ddad00cb5c8a306b11e9160332b5940995d665cc7b39343c2,1.279640793800354,0.0,16.0,4.736,english,True,True,False,False,,
575,0ea1a97b445e3749d1421a0ad4295d8f62777d03e1c593a394a64c285f550cd3158599134354884ddad00cb5c8a306b11e9160332b5940995d665cc7b39343c2,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0575.wav,0,4.752,-4.85196590423584,5.593503475189209,0ea1a97b445e3749d1421a0ad4295d8f62777d03e1c593a394a64c285f550cd3158599134354884ddad00cb5c8a306b11e9160332b5940995d665cc7b39343c2,-4.856866836547852,0.0,0.0,4.752,english,False,False,False,False,,
576,cb8c70e028fbef95a09b2d733debc284bd025bd30d530da681db17c45a97286e66d5ba0a62fb84cd3d02516384f1a8871926ce1ce8af0fd46948d170b18f4d0a,english_griffinlim_eval_final/real_english/english_real_0576.wav,1,5.328,3.1657848358154297,-3.9385828971862793,cb8c70e028fbef95a09b2d733debc284bd025bd30d530da681db17c45a97286e66d5ba0a62fb84cd3d02516384f1a8871926ce1ce8af0fd46948d170b18f4d0a,1.8183141946792605,192.0,336.0,4.8,english,True,True,False,False,,
576,cb8c70e028fbef95a09b2d733debc284bd025bd30d530da681db17c45a97286e66d5ba0a62fb84cd3d02516384f1a8871926ce1ce8af0fd46948d170b18f4d0a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0576.wav,0,5.328,-4.805688381195068,5.494997024536133,cb8c70e028fbef95a09b2d733debc284bd025bd30d530da681db17c45a97286e66d5ba0a62fb84cd3d02516384f1a8871926ce1ce8af0fd46948d170b18f4d0a,-4.810554027557373,0.0,0.0,5.328,english,False,False,False,False,,
577,8b09d2eb65ea95f0a9e9efee2b3b4f24f27f44fcd1142605db1dffa31f67c4ee7e18fbc9537ef747ccbf16bc7849183f9bbec22089bd8cb0a3ee435f56195c0a,english_griffinlim_eval_final/real_english/english_real_0577.wav,1,2.664,-0.1094373315572738,0.4274141490459442,8b09d2eb65ea95f0a9e9efee2b3b4f24f27f44fcd1142605db1dffa31f67c4ee7e18fbc9537ef747ccbf16bc7849183f9bbec22089bd8cb0a3ee435f56195c0a,-5.185675621032715,512.0,584.0,1.568,english,True,False,True,False,,
577,8b09d2eb65ea95f0a9e9efee2b3b4f24f27f44fcd1142605db1dffa31f67c4ee7e18fbc9537ef747ccbf16bc7849183f9bbec22089bd8cb0a3ee435f56195c0a,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0577.wav,0,2.664,-1.3238399028778076,1.6617114543914795,8b09d2eb65ea95f0a9e9efee2b3b4f24f27f44fcd1142605db1dffa31f67c4ee7e18fbc9537ef747ccbf16bc7849183f9bbec22089bd8cb0a3ee435f56195c0a,-1.3219072818756104,0.0,0.0,2.664,english,False,True,True,False,,
578,b46d39377dbd8cdc64a32072992b3dd64598d10d56ae41b2f35be11a4f720289768b4202c7daa085552bfe06c96a8021d8003f59bb76d628585e962934f683b9,english_griffinlim_eval_final/real_english/english_real_0578.wav,1,6.072,3.185311317443848,-4.08096981048584,b46d39377dbd8cdc64a32072992b3dd64598d10d56ae41b2f35be11a4f720289768b4202c7daa085552bfe06c96a8021d8003f59bb76d628585e962934f683b9,-1.7987478971481323,256.0,88.0,5.728,english,True,True,False,True,,
578,b46d39377dbd8cdc64a32072992b3dd64598d10d56ae41b2f35be11a4f720289768b4202c7daa085552bfe06c96a8021d8003f59bb76d628585e962934f683b9,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0578.wav,0,6.072,-2.1015191078186035,2.8283238410949707,b46d39377dbd8cdc64a32072992b3dd64598d10d56ae41b2f35be11a4f720289768b4202c7daa085552bfe06c96a8021d8003f59bb76d628585e962934f683b9,-2.1073877811431885,0.0,0.0,6.072,english,False,True,True,False,,
579,ac033bcb388b843d9826ed30f7b6bcbce5f9e8202097f796c10aff8c58d5e766bbb828804ce3d725b5354221db9b376d486fc0248be1e565d70f6a9bf77701de,english_griffinlim_eval_final/real_english/english_real_0579.wav,1,6.516,-0.6933139562606812,1.0348743200302124,ac033bcb388b843d9826ed30f7b6bcbce5f9e8202097f796c10aff8c58d5e766bbb828804ce3d725b5354221db9b376d486fc0248be1e565d70f6a9bf77701de,-4.363671779632568,96.0,0.0,6.42,english,False,False,False,False,,
579,ac033bcb388b843d9826ed30f7b6bcbce5f9e8202097f796c10aff8c58d5e766bbb828804ce3d725b5354221db9b376d486fc0248be1e565d70f6a9bf77701de,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0579.wav,0,6.516,-5.39138650894165,6.086929321289063,ac033bcb388b843d9826ed30f7b6bcbce5f9e8202097f796c10aff8c58d5e766bbb828804ce3d725b5354221db9b376d486fc0248be1e565d70f6a9bf77701de,-5.391647338867188,0.0,0.0,6.516,english,False,False,False,False,,
580,491edfc53b18f6ed2adb948995aad20d259fef47fbe9c0b41645ef56547f952bef2eb5cd378f3f4f9b51aa6f57480e50b52a7a6077a69d0544f878dcd85a451b,english_griffinlim_eval_final/real_english/english_real_0580.wav,1,2.304,4.908634662628174,-6.28187370300293,491edfc53b18f6ed2adb948995aad20d259fef47fbe9c0b41645ef56547f952bef2eb5cd378f3f4f9b51aa6f57480e50b52a7a6077a69d0544f878dcd85a451b,-5.093772888183594,576.0,320.0,1.408,english,True,False,True,True,,
580,491edfc53b18f6ed2adb948995aad20d259fef47fbe9c0b41645ef56547f952bef2eb5cd378f3f4f9b51aa6f57480e50b52a7a6077a69d0544f878dcd85a451b,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0580.wav,0,2.304,-2.2322394847869877,2.962815761566162,491edfc53b18f6ed2adb948995aad20d259fef47fbe9c0b41645ef56547f952bef2eb5cd378f3f4f9b51aa6f57480e50b52a7a6077a69d0544f878dcd85a451b,-2.2334299087524414,0.0,0.0,2.304,english,False,True,True,False,,
581,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,english_griffinlim_eval_final/real_english/english_real_0581.wav,1,3.792,0.0772977471351623,-0.4011398255825043,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,-1.8365780115127563,800.0,400.0,2.592,english,True,True,False,True,,
581,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0581.wav,0,3.792,-5.825412750244141,6.696988105773926,fbb3edf1627fedb89befeb7f1f9e2a5ac21c28e8bbfabe5e3641b4c10b1e322f02c24556ec35ada619c308b81f7214b639fd72be45b11d6f3e7fb542c1b7c652,-5.818252086639404,0.0,0.0,3.792,english,False,False,False,False,,
582,9a960474622d563c86ed765228fde7143b4049625694ce700446aa3ebd1affc4b696fcf01e3d6be9d17f948b03538abe5e1e35bace38a2fd99d599dce2a542cd,english_griffinlim_eval_final/real_english/english_real_0582.wav,1,3.096,1.757534384727478,-2.337653160095215,9a960474622d563c86ed765228fde7143b4049625694ce700446aa3ebd1affc4b696fcf01e3d6be9d17f948b03538abe5e1e35bace38a2fd99d599dce2a542cd,-4.028842926025391,416.0,376.0,2.304,english,True,False,True,True,,
582,9a960474622d563c86ed765228fde7143b4049625694ce700446aa3ebd1affc4b696fcf01e3d6be9d17f948b03538abe5e1e35bace38a2fd99d599dce2a542cd,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0582.wav,0,3.096,-4.565320014953613,5.280258655548096,9a960474622d563c86ed765228fde7143b4049625694ce700446aa3ebd1affc4b696fcf01e3d6be9d17f948b03538abe5e1e35bace38a2fd99d599dce2a542cd,-4.564234733581543,0.0,0.0,3.096,english,False,False,False,False,,
583,541e1ac0f68a705793e0b9a7a80777a982a887702dd49a51b692f43922fa9c0a355876d477b591893ae2577969fa65d1c5f4d8bf6cb2eaeb1afcf810d74fbe87,english_griffinlim_eval_final/real_english/english_real_0583.wav,1,3.852,1.5256081819534302,-2.067288875579834,541e1ac0f68a705793e0b9a7a80777a982a887702dd49a51b692f43922fa9c0a355876d477b591893ae2577969fa65d1c5f4d8bf6cb2eaeb1afcf810d74fbe87,1.2755805253982544,0.0,300.0,3.552,english,True,True,False,False,,
583,541e1ac0f68a705793e0b9a7a80777a982a887702dd49a51b692f43922fa9c0a355876d477b591893ae2577969fa65d1c5f4d8bf6cb2eaeb1afcf810d74fbe87,english_griffinlim_eval_final/fake_english_griffinlim/english_fake_0583.wav,0,3.852,-5.969830513000488,6.769144058227539,541e1ac0f68a705793e0b9a7a80777a982a887702dd49a51b692f43922fa9c0a355876d477b591893ae2577969fa65d1c5f4d8bf6cb2eaeb1afcf810d74fbe87,-5.967972755432129,0.0,0.0,3.852,english,False,False,False,False,,
584,01d41e22f6db7c81a5acfebc1216379016739c7204e0b95306dbf23fad9244781d6fe76084f3e172d3873199d800522fcebcb16dd83b442884fd6382714072a3,english_griffinlim_eval_final/real_english/english_real_0584.wav,1,3.96,4.211439609527588,-5.486705303192139,01d41e22f6db7c81a5acfebc1216379016739c7204e0b95306dbf23fad9244781d6fe76084f3e172d3873199d800522fcebcb16dd83b442884fd6382714072a3,-3.1621203422546387,384.0,1560.0,2.016,english,True,False,True,True,,
